"EntrezID","Symbol","Synonyms","length"
604,"BCL6","BCL5|BCL6A|LAZ3|ZBTB27|ZNF51",3986
605,"BCL7A","BCL7",3789
606,"NBEAP1","BCL8|BCL8A",551
607,"BCL9","LGS",6202
608,"TNFRSF17","BCM|BCMA|CD269|TNFRSF13A",997
610,"HCN2","BCNG-2|BCNG2|HAC-1",3416
611,"OPN1SW","BCP|BOP|CBT",1103
613,"BCR","ALL|BCR1|CML|D22S11|D22S662|PHL",6950
616,"BCRP4","BCR-4|BCR4|BCRL4",NA
617,"BCS1L","BCS|BCS1|BJS|FLNMS|GRACILE|Hs.6719|MC3DN1|PTD|h-BCS",1729
618,"BCYRN1","BC200|BC200a|LINC00004|NCRNA00004",195
619,"BCYRN1P1","BC200b",NA
620,"BCYRN1P2","BC200g",NA
622,"BDH1","BDH|SDR9C1",3698
623,"BDKRB1","B1BKR|B1R|BDKRB2|BKB1R|BKR1|BRADYB1",1304
624,"BDKRB2","B2R|BK-2|BK2|BKR2|BRB2",4200
627,"BDNF","ANON2|BULN2",7740
628,"BEVI",NA,NA
629,"CFB","AHUS4|ARMD14|BF|BFD|CFAB|CFBD|FB|FBI12|GBG|H2-Bf|PBF2",17929
631,"BFSP1","CP115|CP94|CTRCT33|LIFL-H",3022
632,"BGLAP","BGP|OC|OCN",747
633,"BGN","DSPG1|PG-S1|PGI|SLRR1A",2452
634,"CEACAM1","BGP|BGP1|BGPI",3622
635,"BHMT","BHMT1|HEL-S-61p",2508
636,"BICD1","BICD",3599
637,"BID","FP497",2668
638,"BIK","BIP1|BP4|NBK",958
639,"PRDM1","BLIMP1|PRDI-BF1",5406
640,"BLK","MODY11",2603
641,"BLM","BS|RECQ2|RECQL2|RECQL3",4854
642,"BLMH","BH|BMH",2549
643,"CXCR5","BLR1|CD185|MDR15",3109
644,"BLVRA","BLVR|BVR|BVRA",1184
645,"BLVRB","BVRB|FLR|HEL-S-10|SDR43U1",861
646,"BNC1","BNC|BSN1|HsT19447",4941
648,"BMI1","FLVI2/BMI1|PCGF4|RNF51",3440
649,"BMP1","OI13|PCOLC|PCP|PCP2|TLD",4250
650,"BMP2","BDA2|BMP2A",3153
651,"BMP3","BMP-3A",5737
652,"BMP4","BMP2B|BMP2B1|MCOPS6|OFC11|ZYME",2078
653,"BMP5",NA,2177
654,"BMP6","VGR|VGR1",3112
655,"BMP7","OP-1",4038
656,"BMP8B","BMP8|OP2",3780
657,"BMPR1A","10q23del|ACVRLK3|ALK3|CD292|SKR5",3629
658,"BMPR1B","ALK-6|ALK6|CDw293",5960
659,"BMPR2","BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK",12083
660,"BMX","ETK|PSCTK2|PSCTK3",2705
661,"POLR3D","BN51T|RPC4|RPC53|TSBN51",1938
662,"BNIP1","NIP1|SEC20|TRG-8",1393
663,"BNIP2","BNIP-2|NIP2",2527
664,"BNIP3","NIP3",1639
665,"BNIP3L","BNIP3a|NIX",3506
666,"BOK","BCL2L9|BOKL",2652
667,"DST","BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2",24776
668,"FOXL2","BPES|BPES1|PFRK|PINTO|POF3",2918
669,"BPGM","DPGM",2235
670,"BPHL","BPH-RP|MCNAA|VACVASE",2240
671,"BPI","BPIFD1|rBPI",1860
672,"BRCA1","BRCAI|BRCC1|BROVCA1|FANCS|IRIS|PNCA4|PPP1R53|PSCP|RNF53",7386
673,"BRAF","B-RAF1|BRAF1|NS7|RAFB1",2964
675,"BRCA2","BRCC2|BROVCA2|FACD|FAD|FAD1|FANCD|FANCD1|GLM3|PNCA2|XRCC11",11413
676,"BRDT","BRD6|CT9",4072
677,"ZFP36L1","BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1",4043
678,"ZFP36L2","BRF2|ERF-2|ERF2|RNF162C|TIS11D",3695
680,"BRS3","BB3",1416
682,"BSG","5F7|CD147|EMMPRIN|M6|OK|TCSF",2401
683,"BST1","CD157",1489
684,"BST2","CD317|TETHERIN",1024
685,"BTC",NA,1329
686,"BTD",NA,3196
687,"KLF9","BTEB|BTEB1",5210
688,"KLF5","BTEB2|CKLF|IKLF",3754
689,"BTF3","BETA-NAC|BTF3a|BTF3b|NACB",1255
690,"BTF3P11","BTF3L1|HUMBTFB|OCIF|OPG|TNFRSF11B",641
693,"BTF3P1","HUMBTFA",NA
694,"BTG1",NA,4682
695,"BTK","AGMX1|AT|ATK|BPK|IMD1|PSCTK1|XLA",3116
696,"BTN1A1","BT|BTN|BTN1",2858
698,"BTS1",NA,NA
699,"BUB1","BUB1A|BUB1L|hBUB1",3661
700,"BVR1",NA,NA
701,"BUB1B","BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1",3765
705,"BYSL","BYSTIN",1997
706,"TSPO","BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18",1174
708,"C1QBP","GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32",1169
710,"SERPING1","C1IN|C1INH|C1NH|HAE1|HAE2",1991
711,"ERC2-IT1","C1orf1|C3orf51|Po42",2256
712,"C1QA",NA,1101
713,"C1QB",NA,1047
714,"C1QC","C1Q-C|C1QG",1194
715,"C1R",NA,2275
716,"C1S",NA,2822
717,"C2","ARMD14|CO2",26100
718,"C3","AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p",5173
719,"C3AR1","AZ3B|C3AR|HNFAG09",1957
720,"C4A","C4|C4A2|C4A3|C4A4|C4A6|C4AD|C4S|CO4|CPAMD2|RG",32031
721,"C4B","C4B1|C4B12|C4B2|C4B3|C4B5|C4BD|C4B_2|C4F|CH|CO4|CPAMD3",48441
722,"C4BPA","C4BP|PRP",2255
724,"C4BPAP2","C4BPAL2",NA
725,"C4BPB","C4BP",1227
726,"CAPN5","ADNIV|HTRA3|VRNI|nCL-3",4403
727,"C5","C5D|C5a|C5b|CPAMD4|ECLZB",5505
728,"C5AR1","C5A|C5AR|C5R1|CD88",2343
729,"C6",NA,3986
730,"C7",NA,4031
731,"C8A",NA,2403
732,"C8B","C82",2527
733,"C8G","C8C",884
734,"OSGIN2","C8orf1|hT41",4510
735,"C9","ARMD15|C9D",2703
738,"VPS51","ANG2|ANG3|C11orf2|C11orf3|FFR",2770
740,"MRPL49","C11orf4|L49mt|MRP-L49|NOF|NOF1",2166
741,"ZNHIT2","C11orf5|FON",1337
744,"MPPED2","239FB|C11orf8",7217
745,"MYRF","C11orf9|MRF|Ndt80|pqn-47",6024
746,"TMEM258","C11orf10",415
747,"DAGLA","C11orf11|DAGL(ALPHA)|DAGLALPHA|NSDDR",5778
750,"GAS8-AS1","C16orf3",995
752,"FMNL1","C17orf1|C17orf1B|FHOD4|FMNL|KW-13",3988
753,"LDLRAD4","C18orf1",11063
754,"PTTG1IP","C21orf1|C21orf3|PBF",2832
755,"C21orf2","LRRC76|YF5/A2",2804
757,"TMEM50B","C21orf4|HCVP7TP3",3136
758,"MPPED1","239AB|C22orf1|FAM1A",2515
759,"CA1","CA-I|CAB|Car1|HEL-S-11",1522
760,"CA2","CA-II|CAC|CAII|Car2|HEL-76",1673
761,"CA3","CAIII|Car3",1758
762,"CA4","CAIV|Car4|RP17",1162
763,"CA5A","CA5|CA5AD|CAV|CAVA|GS1-21A4.1",1091
764,"CA5AP1","CA5P",NA
765,"CA6","CA-VI|GUSTIN",1472
766,"CA7","CAVII",1857
767,"CA8","CA-VIII|CALS|CAMRQ3|CARP",2287
768,"CA9","CAIX|MN",1565
770,"CA11","CARPX1",1662
771,"CA12","CAXII|HsT18816",4220
772,"CACD",NA,NA
773,"CACNA1A","APCA|BI|CACNL1A4|CAV2.1|EA2|FHM|HPCA|MHP|MHP1|SCA6",8786
774,"CACNA1B","BIII|CACNL1A5|CACNN|Cav2.2|DYT23",9836
775,"CACNA1C","CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS",14221
776,"CACNA1D","CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD",7877
777,"CACNA1E","BII|CACH6|CACNL1A6|Cav2.3",15136
778,"CACNA1F","AIED|COD3|COD4|CORDX|CORDX3|CSNB2|CSNB2A|CSNBX2|Cav1.4|Cav1.4alpha1|JM8|JMC8|OA2",6158
779,"CACNA1S","CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP",6212
780,"DDR1","CAK|CD167|DDR|EDDR1|HGK2|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE",23815
781,"CACNA2D1","CACNA2|CACNL2A|CCHL2A|LINC01112|lncRNA-N3",7904
782,"CACNB1","CAB1|CACNLB1|CCHLB1",4126
783,"CACNB2","CACNLB2|CAVB2|MYSB",6011
784,"CACNB3","CAB3|CACNLB3",3250
785,"CACNB4","CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6",8378
786,"CACNG1","CACNLG",1322
788,"SLC25A20","CAC|CACT",1901
789,"SLC25A20P1","CACTP|SLC25A20P",NA
790,"CAD",NA,7158
793,"CALB1","CALB|D-28K",2546
794,"CALB2","CAB29|CAL2|CR",1481
795,"S100G","CABP|CABP1|CABP9K|CALB3",456
796,"CALCA","CALC1|CGRP|CGRP-I|CGRP1|CT|KC",1418
797,"CALCB","CALC2|CGRP-II|CGRP2",1036
798,"CALCP","CALC3",NA
799,"CALCR","CRT|CT-R|CTR|CTR1",4003
800,"CALD1","CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22",5522
801,"CALM1","CALML2|CAMI|CPVT4|DD132|LQT14|PHKD|caM",4262
802,"CALM1P1","CALML1",NA
804,"CALM1P2",NA,NA
805,"CALM2","CAMII|LQT15|PHKD|PHKD2|caM",4862
806,"CALM2P2",NA,NA
807,"CALM2P3",NA,NA
808,"CALM3","HEL-S-72|PHKD|PHKD3",2265
810,"CALML3","CLP",1381
811,"CALR","CRT|HEL-S-99n|RO|SSA|cC1qR",1920
813,"CALU",NA,6374
814,"CAMK4","CaMK IV|CaMK-GR|IV|caMK",2252
815,"CAMK2A","CAMKA",4923
816,"CAMK2B","CAM2|CAMK2|CAMKB",4613
817,"CAMK2D","CAMKD",6115
818,"CAMK2G","CAMK|CAMK-II|CAMKG",3937
819,"CAMLG","CAML",2246
820,"CAMP","CAP-18|CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37",749
821,"CANX","CNX|IP90|P90",4965
822,"CAPG","AFCP|HEL-S-66|MCP",1688
823,"CAPN1","CANP|CANP1|CANPL1|muCANP|muCL",3420
824,"CAPN2","CANP2|CANPL2|CANPml|mCANP",3749
825,"CAPN3","CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94",3688
826,"CAPNS1","CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1",1833
827,"CAPN6","CANPX|CAPNX|CalpM|DJ914P14.1",3608
828,"CAPS","CAPS1",2152
829,"CAPZA1","CAPPA1|CAPZ|CAZ1",2750
830,"CAPZA2","CAPPA2|CAPZ",2366
831,"CAST","BS-17|PLACK",5195
832,"CAPZB","CAPB|CAPPB|CAPZ",2919
833,"CARS","CARS1|CYSRS|MGC:11246",2850
834,"CASP1","ICE|IL1BC|P45",2016
835,"CASP2","CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57",4368
836,"CASP3","CPP32|CPP32B|SCA-1",2681
837,"CASP4","ICE(rel)II|ICEREL-II|ICH-2|Mih1/TX|TX",1428
838,"CASP5","ICE(rel)III|ICEREL-III|ICH-3",1498
839,"CASP6","MCH2",1668
840,"CASP7","CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3",3104
841,"CASP8","ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5",3655
842,"CASP9","APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56",3314
843,"CASP10","ALPS2|FLICE2|MCH4",6696
844,"CASQ1","CASQ|PDIB1|VMCQA",1969
845,"CASQ2","PDIB2",2711
846,"CASR","CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|HYPOC1|NSHPT|PCAR1",5149
847,"CAT",NA,2313
856,"CATR1",NA,NA
857,"CAV1","BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21",3661
858,"CAV2","CAV",3309
859,"CAV3","LGMD1C|LQT9|VIP-21|VIP21",1433
860,"RUNX2","AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA",5779
861,"RUNX1","AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB",7991
862,"RUNX1T1","AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2",9009
863,"CBFA2T3","ETO2|MTG16|MTGR2|ZMYND4",4566
864,"RUNX3","AML2|CBFA3|PEBP2aC",4773
865,"CBFB","PEBP2B",3139
866,"SERPINA6","CBG",1497
867,"CBL","C-CBL|CBL2|FRA11B|NSLL|RNF55",11247
868,"CBLB","Cbl-b|Nbla00127|RNF56",3995
869,"CBLN1",NA,2437
871,"SERPINH1","AsTP3|CBP1|CBP2|HSP47|OI10|PIG14|PPROM|RA-A47|SERPINH2|gp46",2326
873,"CBR1","CBR|SDR21C1|hCBR1",1955
874,"CBR3","HEL-S-25|SDR21C2|hCBR3",1115
875,"CBS","HIP4",2746
878,"CCA1","CTRCT7",NA
881,"CCIN","BTBD20|KBTBD14",1944
882,"CCAL1","CPDD",NA
883,"CCBL1","GTK|KAT1|KATI",2534
885,"CCK",NA,1620
886,"CCKAR","CCK-A|CCK1-R|CCK1R|CCKRA",1687
887,"CCKBR","CCK-B|CCK2R|GASR",2188
889,"KRIT1","CAM|CCM1",5091
890,"CCNA2","CCN1|CCNA",2806
891,"CCNB1","CCNB",2176
892,"CCNC","CycC",2319
894,"CCND2","KIAK0002|MPPH3",6527
895,"CCND2P1","CCND2P",NA
896,"CCND3",NA,3168
897,"CCND3P1","CCND3P",NA
898,"CCNE1","CCNE|pCCNE1",1959
899,"CCNF","FBX1|FBXO1",4304
900,"CCNG1","CCNG",2475
901,"CCNG2",NA,5482
902,"CCNH","CAK|CycH|p34|p37",1647
904,"CCNT1","CCNT|CYCT1|HIVE1",7088
905,"CCNT2","CYCT2",7020
907,"CCT",NA,NA
908,"CCT6A","CCT-zeta|CCT-zeta-1|CCT6|Cctz|HTR3|MoDP-2|TCP-1-zeta|TCP20|TCPZ|TTCP20",2678
909,"CD1A","CD1|FCB6|HTA1|R4|T6",2101
910,"CD1B","CD1|CD1A|R1",1402
911,"CD1C","BDCA1|CD1|CD1A|R7",2598
912,"CD1D","CD1A|R3",3790
913,"CD1E","CD1A|R2",2123
914,"CD2","LFA-2|SRBC|T11",1536
915,"CD3D","CD3-DELTA|IMD19|T3D",746
916,"CD3E","IMD18|T3E|TCRE",1522
917,"CD3G","CD3-GAMMA|IMD17|T3G",1318
919,"CD247","CD3-ZETA|CD3H|CD3Q|CD3Z|IMD25|T3Z|TCRZ",1689
920,"CD4","CD4mut",3464
921,"CD5","LEU1|T1",3168
922,"CD5L","AIM|API6|PRO229|SP-ALPHA|Spalpha",2243
923,"CD6","TP120",3303
924,"CD7","GP40|LEU-9|TP41|Tp40",1287
925,"CD8A","CD8|Leu2|MAL|p32",3682
926,"CD8B","CD8B1|LEU2|LY3|LYT3|P37",1877
927,"CD8BP","CD8B2",NA
928,"CD9","BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29",1322
929,"CD14",NA,1809
930,"CD19","B4|CVID3",1973
931,"MS4A1","B1|Bp35|CD20|CVID5|LEU-16|MS4A2|S7",3602
932,"MS4A3","CD20L|HTM4",1662
933,"CD22","SIGLEC-2|SIGLEC2",3309
935,"CD24P1","CD24L1",NA
936,"CD24P2","CD24L2",NA
937,"CD24P3","CD24L3",NA
938,"CD24P4","CD24L4",NA
939,"CD27","S152|S152. LPFS2|T14|TNFRSF7|Tp55",1326
940,"CD28","Tp44",4890
941,"CD80","B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7",2764
942,"CD86","B7-2|B7.2|B70|CD28LG2|LAB72",2930
943,"TNFRSF8","CD30|D1S166E|Ki-1",3701
944,"TNFSF8","CD153|CD30L|CD30LG",4610
945,"CD33","SIGLEC-3|SIGLEC3|p67",1618
946,"SIGLEC6","CD327|CD33L|CD33L1|CD33L2|CDW327|OBBP1",2163
947,"CD34",NA,2819
948,"CD36","BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3",5444
949,"SCARB1","CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1",2755
950,"SCARB2","AMRF|CD36L2|EPM4|HLGP85|LGP85|LIMP-2|LIMPII|SR-BII",4779
951,"CD37","GP52-40|TSPAN26",1251
952,"CD38","ADPRC 1|T10",1499
953,"ENTPD1","ATPDase|CD39|NTPDase-1|SPG64",13082
954,"ENTPD2","CD39L1|NTPDase-2",2109
955,"ENTPD6","CD39L2|IL-6SAG|IL6ST2|NTPDase-6|dJ738P15.3",2777
956,"ENTPD3","CD39L3|HB6|NTPDase-3",3201
957,"ENTPD5","CD39L4|NTPDase-5|PCPH",2064
958,"CD40","Bp50|CDW40|TNFRSF5|p50",1837
959,"CD40LG","CD154|CD40L|HIGM1|IGM|IMD3|T-BAM|TNFSF5|TRAP|gp39|hCD40L",1838
960,"CD44","CDW44|CSPG8|ECMR-III|HCELL|HUTCH-I|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1",6697
961,"CD47","IAP|MER6|OA3",5357
962,"CD48","BCM1|BLAST|BLAST1|MEM-102|SLAMF2|hCD48|mCD48",1910
963,"CD53","MOX44|TSPAN25",1637
965,"CD58","LFA-3|LFA3|ag3",1725
966,"CD59","16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20",8087
967,"CD63","LAMP-3|ME491|MLA1|OMA81H|TSPAN30",2072
968,"CD68","GP110|LAMP4|SCARD1",1862
969,"CD69","AIM|BL-AC/P26|CLEC2C|EA1|GP32/28|MLR-3",1681
970,"CD70","CD27L|CD27LG|TNFSF7",916
971,"CD72","CD72b|LYB2",1557
972,"CD74","DHLAG|HLADG|II|Ia-GAMMA",1690
973,"CD79A","IGA|MB-1",1263
974,"CD79B","AGM6|B29|IGB",1270
975,"CD81","CVID6|S5.7|TAPA1|TSPAN28",1687
976,"ADGRE5","CD97|TM7LN1",3512
977,"CD151","GP27|MER2|PETA-3|RAPH|SFA1|TSPAN24",1558
978,"CDA","CDD",963
981,"CDAN3","CDA3|CDAIII",NA
982,"CDB2","CDBII|CDTB",NA
983,"CDK1","CDC2|CDC28A|P34CDC2",3326
984,"CDK11B","CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1",3141
987,"LRBA","BGL|CDC4L|CVID8|LAB300|LBA",10024
988,"CDC5L","CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1",6448
989,"SEPT7","CDC10|CDC3|NBLA02942|SEPT7A",4361
990,"CDC6","CDC18L|HsCDC18|HsCDC6",3065
991,"CDC20","CDC20A|bA276H19.3|p55CDC",1685
993,"CDC25A","CDC25A2",3721
994,"CDC25B",NA,4307
995,"CDC25C","CDC25|PPP1R60",2585
996,"CDC27","ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2",5890
997,"CDC34","E2-CDC34|UBC3|UBCH3|UBE2R1",1450
998,"CDC42","CDC42Hs|G25K",3163
999,"CDH1","Arc-1|CD324|CDHE|ECAD|LCAM|UVO",4831
1000,"CDH2","CD325|CDHN|CDw325|NCAD",4468
1001,"CDH3","CDHP|HJMD|PCAD",4292
1002,"CDH4","CAD4|R-CAD|RCAD",6830
1003,"CDH5","7B4|CD144",4140
1004,"CDH6","CAD6|KCAD",8583
1005,"CDH7","CDH7L1",2971
1006,"CDH8","Nbla04261",4964
1007,"CDH9",NA,3087
1008,"CDH10",NA,3448
1009,"CDH11","CAD11|CDHOB|OB|OSF-4",6988
1010,"CDH12","CDHB",4360
1011,"CDH12P2","C41-CAD|CDH12P",NA
1012,"CDH13","CDHH|P105",4348
1013,"CDH15","CDH14|CDH3|CDHM|MCAD|MRD3",2873
1014,"CDH16",NA,2972
1015,"CDH17","CDH16|HPT-1|HPT1",3823
1016,"CDH18","CDH14|CDH14L|CDH24",3977
1017,"CDK2","CDKN2|p33(CDK2)",2308
1018,"CDK3",NA,1578
1019,"CDK4","CMM3|PSK-J3",2010
1020,"CDK5","LIS7|PSSALRE",1205
1021,"CDK6","MCPH12|PLSTIRE",11771
1022,"CDK7","CAK1|CDKN7|HCAK|MO15|STK1|p39MO15",1529
1023,"CDL2",NA,NA
1024,"CDK8","K35",1782
1025,"CDK9","C-2k|CDC2L4|CTK1|PITALRE|TAK",2479
1026,"CDKN1A","CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1",2643
1027,"CDKN1B","CDKN4|KIP1|MEN1B|MEN4|P27KIP1",2525
1028,"CDKN1C","BWCR|BWS|KIP2|WBS|p57|p57Kip2",1933
1029,"CDKN2A","ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16",2083
1030,"CDKN2B","CDK4I|INK4B|MTS2|P15|TP15|p15INK4b",3986
1031,"CDKN2C","INK4C|p18|p18-INK4C",2481
1032,"CDKN2D","INK4D|p19|p19-INK4D",1425
1033,"CDKN3","CDI1|CIP2|KAP|KAP1",899
1036,"CDO1",NA,1619
1038,"CDR1","CDR|CDR34|CDR62A",1300
1039,"CDR2","CDR62|Yo",2707
1040,"CDS1","CDS",4551
1041,"CDSN","HTSS|HTSS1|HYPT2|PSS|PSS1|S",14409
1043,"CD52","CDW52",507
1044,"CDX1",NA,1775
1045,"CDX2","CDX-3|CDX2/AS|CDX3",2354
1046,"CDX4",NA,858
1047,"CLGN",NA,2838
1048,"CEACAM5","CD66e|CEA",3540
1050,"CEBPA","C/EBP-alpha|CEBP",2632
1051,"CEBPB","C/EBP-beta|IL6DBP|NF-IL6|TCF5",2109
1052,"CEBPD","C/EBP-delta|CELF|CRP3|NF-IL6-beta",1252
1053,"CEBPE","C/EBP-epsilon|CRP1",1549
1054,"CEBPG","GPE1BP|IG/EBP-1",3863
1055,"CECR","CES",NA
1056,"CEL","BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8",2397
1057,"CELP","CELL|cell1|cell2|cell3",990
1058,"CENPA","CENP-A|CenH3",1434
1059,"CENPB",NA,2841
1060,"CENPC","CENP-C|CENPC1|MIF2|hcp-4",3368
1061,"CENPCP1","CENPC|CENPC1P1|CENPC2",NA
1062,"CENPE","CENP-E|KIF10|MCPH13|PPP1R61",8664
1063,"CENPF","CENF|CILD31|PRO1779|hcp-1",10316
1066,"CES1","ACAT|CE-1|CEH|CES2|HMSE|HMSE1|PCE-1|REH|SES1|TGH|hCE-1",2026
1068,"CETN1","CEN1|CETN",1679
1069,"CETN2","CALT|CEN2",1085
1070,"CETN3","CDC31|CEN3",1436
1071,"CETP","BPIFF|HDLCQ10",1733
1072,"CFL1","CFL|HEL-S-15|cofilin",1261
1073,"CFL2","NEM7",3519
1074,"CFL1P5","CFLL1|CFLP5",NA
1075,"CTSC","CPPI|DPP-I|DPP1|DPPI|HMS|JP|JPD|PALS|PDON1|PLS",7632
1080,"CFTR","ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1",6158
1081,"CGA","CG-ALPHA|FSHA|GPHA1|GPHa|HCG|LHA|TSHA",849
1082,"CGB","CGB3|CGB5|CGB7|CGB8|hCGB",922
1083,"CGF1",NA,NA
1084,"CEACAM3","CD66D|CEA|CGM1|W264|W282",1678
1085,"CEACAMP5","CEACAM26P|CGM12",NA
1086,"CEACAMP11","CEACAM32P|CGM18",NA
1087,"CEACAM7","CGM2",2404
1088,"CEACAM8","CD66b|CD67|CGM6|NCA-95",2309
1089,"CEACAM4","CGM7|CGM7_HUMAN|NCA",1212
1090,"CEACAMP1","CEACAM22P|CGM8",NA
1091,"CEACAMP2","CEACAM23P|CGM9",NA
1092,"CEACAMP3","CEACAM24P|CGM10",NA
1093,"CEACAMP4","CEACAM25P|CGM11",NA
1094,"CEACAMP6","CEACAM27P|CGM13",NA
1095,"CEACAMP7","CEACAM28P|CGM14",NA
1096,"CEACAMP8","CEACAM29P|CGM15",NA
1097,"CEACAMP9","CEACAM30P|CGM16",NA
1098,"CEACAMP10","CEACAM31P|CGM17",NA
1101,"CHAD","SLRR4A",1699
1102,"RCBTB2","CHC1L|RLG",3266
1103,"CHAT","CHOACTASE|CMS1A|CMS1A2|CMS6",2746
1104,"RCC1","CHC1|RCC1-I|SNHG3-RCC1",3042
1105,"CHD1",NA,6492
1106,"CHD2","EEOC",9560
1107,"CHD3","Mi-2a|Mi2-ALPHA|ZFH",7645
1108,"CHD4","CHD-4|Mi-2b|Mi2-BETA",6585
1109,"AKR1C4","3-alpha-HSD|C11|CDR|CHDR|DD-4|DD4|HAKRA",1201
1111,"CHEK1","CHK1",4912
1112,"FOXN3","C14orf116|CHES1|PRO1635",8100
1113,"CHGA","CGA",2054
1114,"CHGB","SCG1",2655
1116,"CHI3L1","ASRT7|CGP-39|GP-39|GP39|HC-gp39|HCGP-3P|YKL-40|YKL40|YYL-40|hCGP-39",1847
1117,"CHI3L2","CHIL2|YKL-39|YKL39",1622
1118,"CHIT1","CHI3|CHIT|CHITD",2548
1119,"CHKA","CHK|CK|CKI|EK",2729
1120,"CHKB","CHETK|CHKL|CK|CKB|CKEKB|EK|EKB|MDCMC",1640
1121,"CHM","DXS540|GGTA|HSD-32|REP-1|TCD",7950
1122,"CHML","REP2",7067
1123,"CHN1","ARHGAP2|CHN|DURS2|NC|RHOGAP2",3323
1124,"CHN2","ARHGAP3|BCH|CHN2-3|RHOGAP3",4782
1125,"CHR",NA,NA
1128,"CHRM1","HM1|M1|M1R",2825
1129,"CHRM2","HM2",2979
1130,"LYST","CHS|CHS1",16788
1131,"CHRM3","EGBRS|HM3",2750
1132,"CHRM4","HM4|M4R",1818
1133,"CHRM5","HM5",3042
1134,"CHRNA1","ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS",2066
1135,"CHRNA2",NA,4074
1136,"CHRNA3","LNCR2|NACHRA3|PAOD2",3563
1137,"CHRNA4","BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4",5592
1138,"CHRNA5","LNCR2",3629
1139,"CHRNA7","CHRNA7-2|NACHRA7",3443
1140,"CHRNB1","ACHRB|CHRNB|CMS1D|CMS2A|CMS2C|SCCMS",2448
1141,"CHRNB2","EFNL3|nAChRB2",5724
1142,"CHRNB3",NA,1959
1143,"CHRNB4",NA,2454
1144,"CHRND","ACHRD|CMS2A|CMS3A|CMS3B|CMS3C|FCCMS|SCCMS",2975
1145,"CHRNE","ACHRE|CMS1D|CMS1E|CMS2A|CMS4A|CMS4B|CMS4C|FCCMS|SCCMS",2472
1146,"CHRNG","ACHRG",2199
1147,"CHUK","IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16",3545
1149,"CIDEA","CIDE-A",1590
1152,"CKB","B-CK|BCK|CKBB|HEL-211|HEL-S-29",1466
1153,"CIRBP","CIRP",3478
1154,"CISH","BACTS2|CIS|CIS-1|G18|SOCS",2272
1155,"TBCB","CG22|CKAP1|CKAPI",1584
